form;tense_in_paradigm;person;number;preverb;pre2;root;sf2;caus_sf;ending;tsch_class;morph_type;sub_id;id;vn
ვაახლოებთ;present;1;pl;-;ვა;ახლო;ებ;-;თ;T1;active;71-3;71;*ახლოვება
აახლოებთ;present;2;pl;-;ა;ახლო;ებ;-;თ;T1;active;71-3;71;*ახლოვება
აახლოებენ;present;3;pl;-;ა;ახლო;ებ;-;ენ;T1;active;71-3;71;*ახლოვება
მოვაახლოებ;future;1;sg;მო;ვა;ახლო;ებ;-;-;T1;active;71-3;71;*ახლოვება
მოაახლოებ;future;2;sg;მო;ა;ახლო;ებ;-;-;T1;active;71-3;71;*ახლოვება
მოაახლოებს;future;3;sg;მო;ა;ახლო;ებ;-;ს;T1;active;71-3;71;*ახლოვება
მოვაახლოებთ;future;1;pl;მო;ვა;ახლო;ებ;-;თ;T1;active;71-3;71;*ახლოვება
მოაახლოებთ;future;2;pl;მო;ა;ახლო;ებ;-;თ;T1;active;71-3;71;*ახლოვება
მოაახლოებენ;future;3;pl;მო;ა;ახლო;ებ;-;ენ;T1;active;71-3;71;*ახლოვება
ვაახლოე;aorist;1;sg;-;ვა;ახლო;-;-;ე;T1;active;71-3;71;*ახლოვება
მოვაახლოე;aorist;1;sg;მო;ვა;ახლო;-;-;ე;T1;active;71-3;71;*ახლოვება
აახლოე;aorist;2;sg;-;ა;ახლო;-;-;ე;T1;active;71-3;71;*ახლოვება
მოაახლოე;aorist;2;sg;მო;ა;ახლო;-;-;ე;T1;active;71-3;71;*ახლოვება
აახლოვა;aorist;3;sg;-;ა;ახლო;-;-;ვა;T1;active;71-3;71;*ახლოვება
აახლოვა;aorist;3;sg;-;ა;ახლოვ;-;-;ა;T1;active;71-3;71;*ახლოვება
მოაახლოვა;aorist;3;sg;მო;ა;ახლო;-;-;ვა;T1;active;71-3;71;*ახლოვება
მოაახლოვა;aorist;3;sg;მო;ა;ახლოვ;-;-;ა;T1;active;71-3;71;*ახლოვება
ვაახლოეთ;aorist;1;pl;-;ვა;ახლო;-;-;ეთ;T1;active;71-3;71;*ახლოვება
მოვაახლოეთ;aorist;1;pl;მო;ვა;ახლო;-;-;ეთ;T1;active;71-3;71;*ახლოვება
აახლოეთ;aorist;2;pl;-;ა;ახლო;-;-;ეთ;T1;active;71-3;71;*ახლოვება
მოაახლოეთ;aorist;2;pl;მო;ა;ახლო;-;-;ეთ;T1;active;71-3;71;*ახლოვება
აახლოვეს;aorist;3;pl;-;ა;ახლო;-;-;ვეს;T1;active;71-3;71;*ახლოვება
აახლოვეს;aorist;3;pl;-;ა;ახლოვ;-;-;ეს;T1;active;71-3;71;*ახლოვება
მოაახლოვეს;aorist;3;pl;მო;ა;ახლო;-;-;ვეს;T1;active;71-3;71;*ახლოვება
მოაახლოვეს;aorist;3;pl;მო;ა;ახლოვ;-;-;ეს;T1;active;71-3;71;*ახლოვება
მომიახლოებია;perfect;1;sg;მო;მი;ახლო;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მოგიახლოებია;perfect;2;sg;მო;გი;ახლო;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მოუახლოებია;perfect;3;sg;მო;უ;ახლო;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მოგვიახლოებია;perfect;1;pl;მო;გვი;ახლო;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მოგიახლოებიათ;perfect;2;pl;მო;გი;ახლო;ებ;-;იათ;T1;active;71-3;71;*ახლოვება
მოუახლოებიათ;perfect;3;pl;მო;უ;ახლო;ებ;-;იათ;T1;active;71-3;71;*ახლოვება
ვაახლოებდი;imperfect;1;sg;-;ვა;ახლო;ებ;-;დი;T1;active;71-3;71;*ახლოვება
აახლოებდი;imperfect;2;sg;-;ა;ახლო;ებ;-;დი;T1;active;71-3;71;*ახლოვება
აახლოებდა;imperfect;3;sg;-;ა;ახლო;ებ;-;და;T1;active;71-3;71;*ახლოვება
ვაახლოებდით;imperfect;1;pl;-;ვა;ახლო;ებ;-;დით;T1;active;71-3;71;*ახლოვება
აახლოებდით;imperfect;2;pl;-;ა;ახლო;ებ;-;დით;T1;active;71-3;71;*ახლოვება
აახლოებდენ;imperfect;3;pl;-;ა;ახლო;ებ;-;დენ;T1;active;71-3;71;*ახლოვება
აახლოებდნენ;imperfect;3;pl;-;ა;ახლო;ებ;-;დნენ;T1;active;71-3;71;*ახლოვება
მოვაახლოებდი;conditional;1;sg;მო;ვა;ახლო;ებ;-;დი;T1;active;71-3;71;*ახლოვება
მოაახლოებდი;conditional;2;sg;მო;ა;ახლო;ებ;-;დი;T1;active;71-3;71;*ახლოვება
მოაახლოებდა;conditional;3;sg;მო;ა;ახლო;ებ;-;და;T1;active;71-3;71;*ახლოვება
მოვაახლოებდით;conditional;1;pl;მო;ვა;ახლო;ებ;-;დით;T1;active;71-3;71;*ახლოვება
მოაახლოებდით;conditional;2;pl;მო;ა;ახლო;ებ;-;დით;T1;active;71-3;71;*ახლოვება
მოაახლოებდენ;conditional;3;pl;მო;ა;ახლო;ებ;-;დენ;T1;active;71-3;71;*ახლოვება
მოაახლოებდნენ;conditional;3;pl;მო;ა;ახლო;ებ;-;დნენ;T1;active;71-3;71;*ახლოვება
ვაახლოვო;optative;1;sg;-;ვა;ახლოვ;-;-;ო;T1;active;71-3;71;*ახლოვება
მოვაახლოვო;optative;1;sg;მო;ვა;ახლოვ;-;-;ო;T1;active;71-3;71;*ახლოვება
აახლოვო;optative;2;sg;-;ა;ახლოვ;-;-;ო;T1;active;71-3;71;*ახლოვება
მოაახლოვო;optative;2;sg;მო;ა;ახლოვ;-;-;ო;T1;active;71-3;71;*ახლოვება
აახლოვოს;optative;3;sg;-;ა;ახლოვ;-;-;ოს;T1;active;71-3;71;*ახლოვება
მოაახლოვოს;optative;3;sg;მო;ა;ახლოვ;-;-;ოს;T1;active;71-3;71;*ახლოვება
ვაახლოვოთ;optative;1;pl;-;ვა;ახლოვ;-;-;ოთ;T1;active;71-3;71;*ახლოვება
მოვაახლოვოთ;optative;1;pl;მო;ვა;ახლოვ;-;-;ოთ;T1;active;71-3;71;*ახლოვება
აახლოვოთ;optative;2;pl;-;ა;ახლოვ;-;-;ოთ;T1;active;71-3;71;*ახლოვება
მოაახლოვოთ;optative;2;pl;მო;ა;ახლოვ;-;-;ოთ;T1;active;71-3;71;*ახლოვება
აახლოვონ;optative;3;pl;-;ა;ახლოვ;-;-;ონ;T1;active;71-3;71;*ახლოვება
მოაახლოვონ;optative;3;pl;მო;ა;ახლოვ;-;-;ონ;T1;active;71-3;71;*ახლოვება
მომეახლოვებია;pluperfect;1;sg;მო;მე;ახლო;-;-;ვებია;T1;active;71-3;71;*ახლოვება
მომეახლოვებია;pluperfect;1;sg;მო;მე;ახლოვ;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მომეახლოვებინა;pluperfect;1;sg;მო;მე;ახლო;-;-;ვებინა;T1;active;71-3;71;*ახლოვება
მომეახლოვებინა;pluperfect;1;sg;მო;მე;ახლოვ;ებ;-;ინა;T1;active;71-3;71;*ახლოვება
მომეახლოვა;pluperfect;1;sg;მო;მე;ახლო;-;-;ვა;T1;active;71-3;71;*ახლოვება
მომეახლოვა;pluperfect;1;sg;მო;მე;ახლოვ;-;-;ა;T1;active;71-3;71;*ახლოვება
მოგეახლოვებია;pluperfect;2;sg;მო;გე;ახლო;-;-;ვებია;T1;active;71-3;71;*ახლოვება
მოგეახლოვებია;pluperfect;2;sg;მო;გე;ახლოვ;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მოგეახლოვებინა;pluperfect;2;sg;მო;გე;ახლო;-;-;ვებინა;T1;active;71-3;71;*ახლოვება
მოგეახლოვებინა;pluperfect;2;sg;მო;გე;ახლოვ;ებ;-;ინა;T1;active;71-3;71;*ახლოვება
მოგეახლოვა;pluperfect;2;sg;მო;გე;ახლო;-;-;ვა;T1;active;71-3;71;*ახლოვება
მოგეახლოვა;pluperfect;2;sg;მო;გე;ახლოვ;-;-;ა;T1;active;71-3;71;*ახლოვება
მოეახლოვებია;pluperfect;3;sg;მო;ე;ახლო;-;-;ვებია;T1;active;71-3;71;*ახლოვება
მოეახლოვებია;pluperfect;3;sg;მო;ე;ახლოვ;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მოეახლოვებინა;pluperfect;3;sg;მო;ე;ახლო;-;-;ვებინა;T1;active;71-3;71;*ახლოვება
მოეახლოვებინა;pluperfect;3;sg;მო;ე;ახლოვ;ებ;-;ინა;T1;active;71-3;71;*ახლოვება
მოეახლოვა;pluperfect;3;sg;მო;ე;ახლო;-;-;ვა;T1;active;71-3;71;*ახლოვება
მოეახლოვა;pluperfect;3;sg;მო;ე;ახლოვ;-;-;ა;T1;active;71-3;71;*ახლოვება
მოგვეახლოვებია;pluperfect;1;pl;მო;გვე;ახლო;-;-;ვებია;T1;active;71-3;71;*ახლოვება
მოგვეახლოვებია;pluperfect;1;pl;მო;გვე;ახლოვ;ებ;-;ია;T1;active;71-3;71;*ახლოვება
მოგვეახლოვებინა;pluperfect;1;pl;მო;გვე;ახლო;-;-;ვებინა;T1;active;71-3;71;*ახლოვება
მოგვეახლოვებინა;pluperfect;1;pl;მო;გვე;ახლოვ;ებ;-;ინა;T1;active;71-3;71;*ახლოვება
მოგვეახლოვა;pluperfect;1;pl;მო;გვე;ახლო;-;-;ვა;T1;active;71-3;71;*ახლოვება
მოგვეახლოვა;pluperfect;1;pl;მო;გვე;ახლოვ;-;-;ა;T1;active;71-3;71;*ახლოვება
მოგეახლოვებიათ;pluperfect;2;pl;მო;გე;ახლო;-;-;ვებიათ;T1;active;71-3;71;*ახლოვება
მოგეახლოვებიათ;pluperfect;2;pl;მო;გე;ახლოვ;ებ;-;იათ;T1;active;71-3;71;*ახლოვება
მოგეახლოვებინათ;pluperfect;2;pl;მო;გე;ახლო;-;-;ვებინათ;T1;active;71-3;71;*ახლოვება
მოგეახლოვებინათ;pluperfect;2;pl;მო;გე;ახლოვ;ებ;-;ინათ;T1;active;71-3;71;*ახლოვება
მოგეახლოვათ;pluperfect;2;pl;მო;გე;ახლო;-;-;ვათ;T1;active;71-3;71;*ახლოვება
მოგეახლოვათ;pluperfect;2;pl;მო;გე;ახლოვ;-;-;ათ;T1;active;71-3;71;*ახლოვება
მოეახლოვებიათ;pluperfect;3;pl;მო;ე;ახლო;-;-;ვებიათ;T1;active;71-3;71;*ახლოვება
მოეახლოვებიათ;pluperfect;3;pl;მო;ე;ახლოვ;ებ;-;იათ;T1;active;71-3;71;*ახლოვება
მოეახლოვებინათ;pluperfect;3;pl;მო;ე;ახლო;-;-;ვებინათ;T1;active;71-3;71;*ახლოვება
მოეახლოვებინათ;pluperfect;3;pl;მო;ე;ახლოვ;ებ;-;ინათ;T1;active;71-3;71;*ახლოვება
მოეახლოვათ;pluperfect;3;pl;მო;ე;ახლო;-;-;ვათ;T1;active;71-3;71;*ახლოვება
მოეახლოვათ;pluperfect;3;pl;მო;ე;ახლოვ;-;-;ათ;T1;active;71-3;71;*ახლოვება
ვაახლოებდე;conj-present;1;sg;-;ვა;ახლო;ებ;-;დე;T1;active;71-3;71;*ახლოვება
აახლოებდე;conj-present;2;sg;-;ა;ახლო;ებ;-;დე;T1;active;71-3;71;*ახლოვება
აახლოებდეს;conj-present;3;sg;-;ა;ახლო;ებ;-;დეს;T1;active;71-3;71;*ახლოვება
ვაახლოებდეთ;conj-present;1;pl;-;ვა;ახლო;ებ;-;დეთ;T1;active;71-3;71;*ახლოვება
